address,winrate,pnl,pnl_7d,pnl_30d,realized_profit,realized_profit_7d,realized_profit_30d,unrealized_profit,unrealized_pnl,eth_balance,sol_balance,trx_balance,balance,total_value,all_pnl,total_profit,total_profit_pnl,total_value,buy_30d,sell_30d,buy_7d,sell_7d,buy,sell,history_bought_cost,token_avg_cost,token_sold_avg_profit,token_num,profit_num,pnl_lt_minus_dot5_num,pnl_minus_dot5_0x_num,pnl_lt_2x_num,pnl_2x_5x_num,pnl_gt_5x_num,last_active_timestamp,tags,tag_rank,followers_count,is_contract,updated_at,refresh_requested_at,avg_holding_peroid,name,avatar,ens,twitter_bind,twitter_fans_num,twitter_username,twitter_name
9UWZFoiCHeYRLmzmDJhdMrP7wgrTw7DMSpPiT2eHgJHe,0.625,0.8784780395789672,0.8784780395789672,0.8101953500272759,762581.5065611671,197309.78333001875,762581.5065611671,-2198776.6607445576,-0.26366896693209135,1532.85129933800000000000,1532.85129933800000000000,1532.85129933800000000000,1532.85129933800000000000,599893.9267707634,1.145597713278561,3983289.808040012,0.4860611604627917,599893.9267707634,242,237,75,63,75,63,432965.33450105926,7338.395500017954,3288.4963888336456,60,20,1,22,26,9,2,1736938798,"['bullx', 'trojan', 'gmgn']","{'bullx': 1, 'trojan': 1, 'gmgn': None}",0,False,1736938798,,415254.8965517241,,,,False,0,,
