address,winrate,pnl,pnl_7d,pnl_30d,realized_profit,realized_profit_7d,realized_profit_30d,unrealized_profit,unrealized_pnl,eth_balance,sol_balance,trx_balance,balance,total_value,all_pnl,total_profit,total_profit_pnl,total_value,buy_30d,sell_30d,buy_7d,sell_7d,buy,sell,history_bought_cost,token_avg_cost,token_sold_avg_profit,token_num,profit_num,pnl_lt_minus_dot5_num,pnl_minus_dot5_0x_num,pnl_lt_2x_num,pnl_2x_5x_num,pnl_gt_5x_num,last_active_timestamp,tags,tag_rank,followers_count,is_contract,updated_at,refresh_requested_at,avg_holding_peroid,name,avatar,ens,twitter_bind,twitter_fans_num,twitter_username,twitter_name
3WCAd1Ytzp5h3GPur4phdbQinKYNK6DPWoswWif66DTu,0.5,-0.3621042728688204,-0.3621042728688204,-0.0037824608155076884,-1614.5273367345185,-37199.950579791956,-1614.5273367345185,-136168.71703680162,-0.06953428868525308,15.81858121000000000000,15.81858121000000000000,15.81858121000000000000,15.81858121000000000000,116174.89341336559,0.14197915170537737,98005.5298113699,0.0515357419395506,116174.89341336559,130,84,20,12,20,12,173511.487807133,10206.558106301942,-2188.2323870465857,17,4,3,0,13,1,0,1736881753,[],{},0,False,1736881753,,458882.17647058825,,,,False,0,,
