address,winrate,pnl,pnl_7d,pnl_30d,realized_profit,realized_profit_7d,realized_profit_30d,unrealized_profit,unrealized_pnl,eth_balance,sol_balance,trx_balance,balance,total_value,all_pnl,total_profit,total_profit_pnl,total_value,buy_30d,sell_30d,buy_7d,sell_7d,buy,sell,history_bought_cost,token_avg_cost,token_sold_avg_profit,token_num,profit_num,pnl_lt_minus_dot5_num,pnl_minus_dot5_0x_num,pnl_lt_2x_num,pnl_2x_5x_num,pnl_gt_5x_num,last_active_timestamp,tags,tag_rank,followers_count,is_contract,updated_at,refresh_requested_at,avg_holding_peroid,name,avatar,ens,twitter_bind,twitter_fans_num,twitter_username,twitter_name
DWE8B5e5xjMXHivTy64woMXVgSs1wKJsfM2Fe8FSgUXT,0.6666666666666666,0.9714019064239711,0.9714019064239711,0.6875508279188919,99389.67048016489,32263.773265033302,99389.67048016489,114399.61775431335,0.054134565989041795,105.39054028700000000000,105.39054028700000000000,105.39054028700000000000,105.39054028700000000000,334203.02558129386,0.2819644538077007,584322.7902221305,0.309754241548285,334203.02558129386,37,43,18,10,18,10,745883.0146966701,53277.35819261929,2150.918217668887,15,4,0,0,13,0,2,1736894771,['bluechip_owner'],{'bluechip_owner': 981},0,False,1736894771,,4861538,,,,False,0,,
