address,winrate,pnl,pnl_7d,pnl_30d,realized_profit,realized_profit_7d,realized_profit_30d,unrealized_profit,unrealized_pnl,eth_balance,sol_balance,trx_balance,balance,total_value,all_pnl,total_profit,total_profit_pnl,total_value,buy_30d,sell_30d,buy_7d,sell_7d,buy,sell,history_bought_cost,token_avg_cost,token_sold_avg_profit,token_num,profit_num,pnl_lt_minus_dot5_num,pnl_minus_dot5_0x_num,pnl_lt_2x_num,pnl_2x_5x_num,pnl_gt_5x_num,last_active_timestamp,tags,tag_rank,followers_count,is_contract,updated_at,refresh_requested_at,avg_holding_peroid,name,avatar,ens,twitter_bind,twitter_fans_num,twitter_username,twitter_name
5dDDSix4JDnGGRYxntQKpbnWzMyedu9euxy4Jc8D44yF,0,-0.5926409267341565,-0.5926409267341565,-0.5926409267341565,-3055.6128665826,-3055.6128665826,-3055.6128665826,1634299.4067911503,1.5720982741485063,2533.73794505000000000000,2533.73794505000000000000,2533.73794505000000000000,2533.73794505000000000000,2740749.943006,3.580618616951936,3086560.439289267,2.9704675234188045,2740749.943006,30,2,15,2,15,2,41003.95428684151,6833.992381140251,-509.2688110971,6,0,1,1,4,0,0,1736755333,"['photon', 'bluechip_owner']","{'bluechip_owner': 169, 'photon': 1}",0,False,1736831415,,268770.3333333333,,,,False,0,,
